Parent Id,averageOverallRating,backOrderable,brands,category,categoryAll,categoryId,categoryPath,categoryType,category_meta_data,catlevel1Name,catlevel2,catlevel2Name,catlevel3,catlevel3Name,catlevel4,catlevel4Name,collar,collection,color,colorCode,colorName,colorSwatch,colors,description,displayPrice,displaySalePrice,domainUrl,fabrication,fit,gender,imageFile,imageUrl,inStoreInventoryCount,infield1,infield2,ipClassStyle,isActive,length,legShape,lifestyle,listPrice,name,neckline,occasion,onlineExclusivePromoMsg,onlineInventoryCount,parentProductId,pattern,price,productDescription,productId,productImage,productInventory,promoMessage,productURL,promote_metric,recs_availability,selling_price,size,sizing,sku,sleeveLength,sortPrice,startDate,styleRefinement,test_colors,theme,title,totalReviewCount,trend,type,unbxd_brand,unbxd_color_for_category,unbxd_color_mapping,uniqueId,valid,variantSequenceNo,variantSku,variantUpc
,,"False,False,False,False,False,False,False,False,False,False,False,False,False,False",,Clearance Men,Clearance Men,cat890006,cat890006,Pants,"{""cat890006"": {""totalProductCount"": 1148, ""categoryName"": ""Clearance Men"", ""navigable"": true, ""viewAllChildProducts"": false, ""seoCategoryName"": ""Mens Clearance"", ""h1CategoryName"": ""Mens Sale & Clearance Clothing  "", ""categoryId"": ""cat890006""}}",men,Clearance Men,Clearance Men,,,,,,,Blue,19,Medium Wash,Medium Wash::0024_00916721_0019,"{""color"": ""Medium Wash"", ""skuUpc"": ""0024_00916721_0019"", ""defaultSku"": true}","A loose, casual fit combined with a straight leg design make these jeans a must-have for your denim collection. Stretch fabric leaves you free to move for all-day comfort, while slight fading gives them that classic-cool, worn-in look.",$79.90,$49.99,//www.express.com/clothing/men/relaxed-medium-wash-jeans/pro/00916721C/cat890006,,Relaxed,men,0024_00916721_0019,"https://images.express.com/is/image/expressfashion/0024_00916721_0019?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",0,,,"9,16,72,10,09,16,72,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000",TRUE,,Relaxed,,$79.90,relaxed medium wash jeans,,,,133,00916721C,,79.9,"A loose, casual fit combined with a straight leg design make these jeans a must-have for your denim collection. Stretch fabric leaves you free to move for all-day comfort, while slight fading gives them that classic-cool, worn-in look.",00916721C,"https://images.express.com/is/image/expressfashion/0024_00916721_0019?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",133,Select Colors 50% Off in Cart,/clothing/men/relaxed-medium-wash-jeans/pro/00916721C/cat890006,,FALSE,49.99,"W36 L36,W42 L32,W36 L34,W36 L32,W34 L36,W36 L30,W42 L34,W40 L32,W38 L34,W33 L32,W34 L32,W34 L34,W38 L32,W33 L34",,00916721C,,49.99,20200107,,Medium Wash::0024_00916721_0019::True,,relaxed medium wash jeans,,,Jeans,,Medium Wash::0024_00916721_0019::true,"Blue::https://images.express.com/is/image/expressfashion/0024_00916721_0019?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",00916721C,TRUE,,"2,20,89,81,62,20,90,09,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000","0024_00916721_0019,0024_00916721_0019,0024_00916721_0019,0024_00916721_0019,0024_00916721_0019,0024_00916721_0019,0024_00916721_0019,0024_00916721_0019,0024_00916721_0019,0024_00916721_0019,0024_00916721_0019,0024_00916721_0019,0024_00916721_0019,0024_00916721_0019"
,5,"False,False,False",,"Deals,Final Sale,Clearance Men","Deals,Final Sale,Clearance Men","cat890006,cat4670006,cat4690003","cat4690003,cat4670006,cat890006",Sweaters,"{""cat4670006"": {""totalProductCount"": 167, ""categoryName"": ""Final Sale"", ""navigable"": true, ""viewAllChildProducts"": false, ""seoCategoryName"": null, ""h1CategoryName"": null, ""categoryId"": ""cat4670006""}, ""cat890006"": {""totalProductCount"": 1148, ""categoryName"": ""Clearance Men"", ""navigable"": true, ""viewAllChildProducts"": false, ""seoCategoryName"": ""Mens Clearance"", ""h1CategoryName"": ""Mens Sale & Clearance Clothing  "", ""categoryId"": ""cat890006""}, ""cat4690003"": {""totalProductCount"": 47, ""categoryName"": ""Deals"", ""navigable"": true, ""viewAllChildProducts"": false, ""seoCategoryName"": null, ""h1CategoryName"": null, ""categoryId"": ""cat4690003""}}",men,Clearance Men,Clearance Men,,,,,,September,Black,58,Pitch Black,Pitch Black::0021_01775356_0058,"{""color"": ""Pitch Black"", ""skuUpc"": ""0021_01775356_0058"", ""defaultSku"": true}","Sleek stripes, soft fabric and a classic crew neck make this sweater a perfect pick for chilly days. We love it dressed up for the office or paired with chinos for a casual vibe.",$69.90,$19.97,//www.express.com/clothing/men/stripe-crew-neck-popover/pro/01775356C/cat890006,,,men,0021_01775356_0058,"https://images.express.com/is/image/expressfashion/0021_01775356_0058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",0,Crew,Long,"17,75,35,60,17,75,35,60,00,00,000",TRUE,,,,$69.90,stripe crew neck popover,Crew,,,3,01775356C,Pattern,69.9,"Sleek stripes, soft fabric and a classic crew neck make this sweater a perfect pick for chilly days. We love it dressed up for the office or paired with chinos for a casual vibe.",01775356C,"https://images.express.com/is/image/expressfashion/0021_01775356_0058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",3,,/clothing/men/stripe-crew-neck-popover/pro/01775356C/cat890006,,FALSE,19.97,"XXL Tall,XL,XXL",,01775356C,Long,19.97,20190814,Pull Over,Pitch Black::0021_01775356_0058::True,,stripe crew neck popover,1,,Sweater,,Pitch Black::0021_01775356_0058::true,"Black::https://images.express.com/is/image/expressfashion/0021_01775356_0058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",01775356C,TRUE,"-1,-1,-1","2,01,82,19,92,01,82,24,00,00,00,000","0021_01775356_0058,0021_01775356_0058,0021_01775356_0058"
,5,"False,False,False,False,False,False,False",,"Final Sale,Clearance Men","Final Sale,Clearance Men","cat890006,cat4670006","cat4670006,cat890006",Sweaters,"{""cat4670006"": {""totalProductCount"": 167, ""categoryName"": ""Final Sale"", ""navigable"": true, ""viewAllChildProducts"": false, ""seoCategoryName"": null, ""h1CategoryName"": null, ""categoryId"": ""cat4670006""}, ""cat890006"": {""totalProductCount"": 1148, ""categoryName"": ""Clearance Men"", ""navigable"": true, ""viewAllChildProducts"": false, ""seoCategoryName"": ""Mens Clearance"", ""h1CategoryName"": ""Mens Sale & Clearance Clothing  "", ""categoryId"": ""cat890006""}}",men,Clearance Men,Clearance Men,,,,,,Dec-19,Red,851,Wine,Wine::0021_01775436_0851,"{""color"": ""Wine"", ""skuUpc"": ""0021_01775436_0851"", ""defaultSku"": true}",Go for comfort and style with this sweater that features pure cotton softness and a bold cheetah print.,$69.90,$14.97,//www.express.com/clothing/men/cheetah-print-tipped-sweater/pro/01775436C/cat890006,,,men,0021_01775436_0851,"https://images.express.com/is/image/expressfashion/0021_01775436_0851?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",0,Crew,Long,"17,75,43,60,17,75,43,60,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000",TRUE,,,,$69.90,cheetah print tipped sweater,Crew,,,233,01775436C,Pattern,69.9,Go for comfort and style with this sweater that features pure cotton softness and a bold cheetah print.,01775436C,"https://images.express.com/is/image/expressfashion/0021_01775436_0851?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",233,,/clothing/men/cheetah-print-tipped-sweater/pro/01775436C/cat890006,,FALSE,14.97,"XL,M,L,L Tall,M Tall,XS,XXL",,01775436C,Long,14.97,20191111,Pull Over,Wine::0021_01775436_0851::True,,cheetah print tipped sweater,1,,Sweater,,Wine::0021_01775436_0851::true,"Red::https://images.express.com/is/image/expressfashion/0021_01775436_0851?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",01775436C,TRUE,"-1,-1,-1,-1,-1,-1,-1","2,16,60,21,42,16,60,25,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000","0021_01775436_0851,0021_01775436_0851,0021_01775436_0851,0021_01775436_0851,0021_01775436_0851,0021_01775436_0851,0021_01775436_0851"
,,"False,False,False,False,False,False,False,False,False",,"Final Sale,Clearance Men","Final Sale,Clearance Men","cat890006,cat4670006","cat4670006,cat890006",Sweaters,"{""cat4670006"": {""totalProductCount"": 167, ""categoryName"": ""Final Sale"", ""navigable"": true, ""viewAllChildProducts"": false, ""seoCategoryName"": null, ""h1CategoryName"": null, ""categoryId"": ""cat4670006""}, ""cat890006"": {""totalProductCount"": 1148, ""categoryName"": ""Clearance Men"", ""navigable"": true, ""viewAllChildProducts"": false, ""seoCategoryName"": ""Mens Clearance"", ""h1CategoryName"": ""Mens Sale & Clearance Clothing  "", ""categoryId"": ""cat890006""}}",men,Clearance Men,Clearance Men,,,,,,November,"Gray,Black,Red","9,58,851","Charcoal Gray,Pitch Black,Wine","Pitch Black::0021_01775453_0058,Wine::0021_01775453_0851,Charcoal Gray::0021_01775453_0009","{""color"": ""Wine"", ""skuUpc"": ""0021_01775453_0851"", ""defaultSku"": false},{""color"": ""Pitch Black"", ""skuUpc"": ""0021_01775453_0058"", ""defaultSku"": false},{""color"": ""Charcoal Gray"", ""skuUpc"": ""0021_01775453_0009"", ""defaultSku"": true}","Stay comfortable and the right amount of cool in this polished pure cotton sweater, done in allover checker print. It's the perfect layer for staying warm without getting overheating, and easily pairs with all of your pants.",$69.90,$14.97 - $19.97,//www.express.com/clothing/men/checker-print-cotton-crew-neck-sweater/pro/01775453C/cat890006,,,men,0021_01775453_0009,"https://images.express.com/is/image/expressfashion/0021_01775453_0009?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",0,Crew,Long,"17,75,45,30,17,75,45,30,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000",TRUE,,,,$69.90,checker print cotton crew neck sweater,Crew,,,146,01775453C,Pattern,69.9,"Stay comfortable and the right amount of cool in this polished pure cotton sweater, done in allover checker print. It's the perfect layer for staying warm without getting overheating, and easily pairs with all of your pants.",01775453C,"https://images.express.com/is/image/expressfashion/0021_01775453_0009?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",146,,/clothing/men/checker-print-cotton-crew-neck-sweater/pro/01775453C/cat890006,,FALSE,19.97,"M,L Tall,S,M Tall,XS,XXL",,01775453C,Long,19.97,20191011,,"Wine::0021_01775453_0851::False,Pitch Black::0021_01775453_0058::False,Charcoal Gray::0021_01775453_0009::True",,checker print cotton crew neck sweater,,,Sweater,,"Pitch Black::0021_01775453_0058::false,Wine::0021_01775453_0851::false,Charcoal Gray::0021_01775453_0009::true","Gray::https://images.express.com/is/image/expressfashion/0021_01775453_0009?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon,Black::https://images.express.com/is/image/expressfashion/0021_01775453_0058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon,Red::https://images.express.com/is/image/expressfashion/0021_01775453_0851?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",01775453C,TRUE,"-1,-1,-1,-1,-1,-1,-1,-1,-1","2,16,02,94,82,16,03,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000","0021_01775453_0058,0021_01775453_0851,0021_01775453_0058,0021_01775453_0058,0021_01775453_0009,0021_01775453_0009,0021_01775453_0009,0021_01775453_0058,0021_01775453_0009"
,1,FALSE,,"Final Sale,Clearance Men","Final Sale,Clearance Men","cat890006,cat4670006","cat4670006,cat890006",Sweaters,"{""cat4670006"": {""totalProductCount"": 167, ""categoryName"": ""Final Sale"", ""navigable"": true, ""viewAllChildProducts"": false, ""seoCategoryName"": null, ""h1CategoryName"": null, ""categoryId"": ""cat4670006""}, ""cat890006"": {""totalProductCount"": 1148, ""categoryName"": ""Clearance Men"", ""navigable"": true, ""viewAllChildProducts"": false, ""seoCategoryName"": ""Mens Clearance"", ""h1CategoryName"": ""Mens Sale & Clearance Clothing  "", ""categoryId"": ""cat890006""}}",men,Clearance Men,Clearance Men,,,,,,November,Gray,9,Charcoal Gray,Charcoal Gray::0021_01775478_0009,"{""color"": ""Charcoal Gray"", ""skuUpc"": ""0021_01775478_0009"", ""defaultSku"": true}","Rendered in pure cotton for all-day comfort, this camo sweater comes in a textured fabric and classic crew neck silhouette that lends stylish vibes to your look. Throw it on with jeans or chinos for any outing.",$88.00,$14.97,//www.express.com/clothing/men/textured-camo-cotton-crew-neck-sweater/pro/01775478C/cat890006,,,men,0021_01775478_0009,"https://images.express.com/is/image/expressfashion/0021_01775478_0009?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",0,Crew,Long,1775478,TRUE,,,,$88.00,textured camo cotton crew neck sweater,Crew,,,1,01775478C,Pattern,88,"Rendered in pure cotton for all-day comfort, this camo sweater comes in a textured fabric and classic crew neck silhouette that lends stylish vibes to your look. Throw it on with jeans or chinos for any outing.",01775478C,"https://images.express.com/is/image/expressfashion/0021_01775478_0009?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",1,,/clothing/men/textured-camo-cotton-crew-neck-sweater/pro/01775478C/cat890006,,FALSE,14.97,S,,01775478C,Long,14.97,20200122,Pull Over,Charcoal Gray::0021_01775478_0009::True,,textured camo cotton crew neck sweater,1,,Sweater,,Charcoal Gray::0021_01775478_0009::true,"Gray::https://images.express.com/is/image/expressfashion/0021_01775478_0009?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",01775478C,TRUE,-1,21843563,0021_01775478_0009
,,"False,False,False",,"Final Sale,Clearance Men","Final Sale,Clearance Men","cat890006,cat4670006","cat4670006,cat890006",Sweaters,"{""cat4670006"": {""totalProductCount"": 167, ""categoryName"": ""Final Sale"", ""navigable"": true, ""viewAllChildProducts"": false, ""seoCategoryName"": null, ""h1CategoryName"": null, ""categoryId"": ""cat4670006""}, ""cat890006"": {""totalProductCount"": 1148, ""categoryName"": ""Clearance Men"", ""navigable"": true, ""viewAllChildProducts"": false, ""seoCategoryName"": ""Mens Clearance"", ""h1CategoryName"": ""Mens Sale & Clearance Clothing  "", ""categoryId"": ""cat890006""}}",men,Clearance Men,Clearance Men,,,,,,September,"Neutral,Black,Red","1,34,58,851","Chalk,Pitch Black,Wine","Pitch Black::0021_01775479_0058,Wine::0021_01775479_0851,Chalk::0021_01775479_0134","{""color"": ""Wine"", ""skuUpc"": ""0021_01775479_0851"", ""defaultSku"": false},{""color"": ""Chalk"", ""skuUpc"": ""0021_01775479_0134"", ""defaultSku"": false},{""color"": ""Pitch Black"", ""skuUpc"": ""0021_01775479_0058"", ""defaultSku"": true}","Pure cotton, a crew neck and long sleeves make this sweater a soft, comfortable option on cool days and cold nights.",$59.90,$14.97 - $19.97,//www.express.com/clothing/men/plaited-rib-crew-neck-sweater/pro/01775479C/cat890006,,,men,0021_01775479_0058,"https://images.express.com/is/image/expressfashion/0021_01775479_0058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",0,Crew,Long,"17,75,47,90,17,75,47,90,00,00,000",TRUE,,,,$59.90,plaited rib crew neck sweater,Crew,,,67,01775479C,Solid,59.9,"Pure cotton, a crew neck and long sleeves make this sweater a soft, comfortable option on cool days and cold nights.",01775479C,"https://images.express.com/is/image/expressfashion/0021_01775479_0058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",67,,/clothing/men/plaited-rib-crew-neck-sweater/pro/01775479C/cat890006,,FALSE,19.97,XXL,,01775479C,Long,19.97,20190821,Pull Over,"Wine::0021_01775479_0851::False,Chalk::0021_01775479_0134::False,Pitch Black::0021_01775479_0058::True",,plaited rib crew neck sweater,,,Sweater,,"Pitch Black::0021_01775479_0058::true,Wine::0021_01775479_0851::false,Chalk::0021_01775479_0134::false","Neutral::https://images.express.com/is/image/expressfashion/0021_01775479_0134?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon,Black::https://images.express.com/is/image/expressfashion/0021_01775479_0058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon,Red::https://images.express.com/is/image/expressfashion/0021_01775479_0851?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",01775479C,TRUE,"-1,-1,-1","2,01,66,67,02,01,66,99,00,00,00,000","0021_01775479_0058,0021_01775479_0851,0021_01775479_0134"
,,"False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False",,Clearance Men,Clearance Men,cat890006,cat890006,Sweaters,"{""cat890006"": {""totalProductCount"": 1148, ""categoryName"": ""Clearance Men"", ""navigable"": true, ""viewAllChildProducts"": false, ""seoCategoryName"": ""Mens Clearance"", ""h1CategoryName"": ""Mens Sale & Clearance Clothing  "", ""categoryId"": ""cat890006""}}",men,Clearance Men,Clearance Men,,,,,,September,"Brown,Black,Red,Gray","5,86,559,1266,58","dark red,Heather Gray,Caramel,Pitch Black,Silver Heather Gray","Caramel::0021_01775482_0559,Silver Heather Gray::0021_01775482_0005,dark red::0021_01775482_1266,Heather Gray::0021_01775482_0086,Pitch Black::0021_01775482_0058","{""color"": ""Caramel"", ""skuUpc"": ""0021_01775482_0559"", ""defaultSku"": false},{""color"": ""Pitch Black"", ""skuUpc"": ""0021_01775482_0058"", ""defaultSku"": true},{""color"": ""dark red"", ""skuUpc"": ""0021_01775482_1266"", ""defaultSku"": false},{""color"": ""Silver Heather Gray"", ""skuUpc"": ""0021_01775482_0005"", ""defaultSku"": false},{""color"": ""Heather Gray"", ""skuUpc"": ""0021_01775482_0086"", ""defaultSku"": false}","A soft, sophisticated sweater that keeps you warm without sacrificing style. Made from a luxe Merino wool blend with a timeless crew neck. Layer over a dress shirt for the office.",$69.90,$39.99,//www.express.com/clothing/men/merino-wool-blend-thermal-regulating-crew-neck-sweater/pro/01775482C/cat890006,,,men,0021_01775482_0058,"https://images.express.com/is/image/expressfashion/0021_01775482_0058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",0,Crew,Long,"17,75,48,20,17,75,48,20,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000",TRUE,,,,$69.90,merino wool blend thermal-regulating crew neck sweater,Crew,,,1385,01775482C,Solid,69.9,"A soft, sophisticated sweater that keeps you warm without sacrificing style. Made from a luxe Merino wool blend with a timeless crew neck. Layer over a dress shirt for the office.",01775482C,"https://images.express.com/is/image/expressfashion/0021_01775482_0058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",1385,Select Colors 50% Off in Cart,/clothing/men/merino-wool-blend-thermal-regulating-crew-neck-sweater/pro/01775482C/cat890006,,FALSE,39.99,"XL,M,L,XXL Tall,S,XS,XXL",,01775482C,Long,39.99,20190826,Pull Over,"Caramel::0021_01775482_0559::False,Pitch Black::0021_01775482_0058::True,dark red::0021_01775482_1266::False,Silver Heather Gray::0021_01775482_0005::False,Heather Gray::0021_01775482_0086::False",,merino wool blend thermal-regulating crew neck sweater,,,Sweater,,"Caramel::0021_01775482_0559::false,Silver Heather Gray::0021_01775482_0005::false,dark red::0021_01775482_1266::false,Heather Gray::0021_01775482_0086::false,Pitch Black::0021_01775482_0058::true","Black::https://images.express.com/is/image/expressfashion/0021_01775482_0058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon,Brown::https://images.express.com/is/image/expressfashion/0021_01775482_0559?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon,Gray::https://images.express.com/is/image/expressfashion/0021_01775482_0086?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon,Gray::https://images.express.com/is/image/expressfashion/0021_01775482_0005?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon,Red::https://images.express.com/is/image/expressfashion/0021_01775482_1266?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",01775482C,TRUE,,"2,11,06,04,02,11,06,40,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000","0021_01775482_0559,0021_01775482_0559,0021_01775482_0005,0021_01775482_1266,0021_01775482_1266,0021_01775482_0005,0021_01775482_0086,0021_01775482_0058,0021_01775482_0058,0021_01775482_0559,0021_01775482_1266,0021_01775482_0005,0021_01775482_0058,0021_01775482_0559,0021_01775482_1266,0021_01775482_0058,0021_01775482_0058,0021_01775482_0005,0021_01775482_0058,0021_01775482_1266,0021_01775482_1266"
,5,"False,False,False,False,False,False,False,False,False,False",,"Final Sale,Clearance Men","Final Sale,Clearance Men","cat890006,cat4670006","cat4670006,cat890006",Sweaters,"{""cat4670006"": {""totalProductCount"": 167, ""categoryName"": ""Final Sale"", ""navigable"": true, ""viewAllChildProducts"": false, ""seoCategoryName"": null, ""h1CategoryName"": null, ""categoryId"": ""cat4670006""}, ""cat890006"": {""totalProductCount"": 1148, ""categoryName"": ""Clearance Men"", ""navigable"": true, ""viewAllChildProducts"": false, ""seoCategoryName"": ""Mens Clearance"", ""h1CategoryName"": ""Mens Sale & Clearance Clothing  "", ""categoryId"": ""cat890006""}}",men,Clearance Men,Clearance Men,,,,,,,"Gray,Black,Red","1254,86,58","Heather Gray,Pitch Black,merlot","merlot::0021_01775487_1254,Pitch Black::0021_01775487_0058,Heather Gray::0021_01775487_0086","{""color"": ""Heather Gray"", ""skuUpc"": ""0021_01775487_0086"", ""defaultSku"": false},{""color"": ""merlot"", ""skuUpc"": ""0021_01775487_1254"", ""defaultSku"": true},{""color"": ""Pitch Black"", ""skuUpc"": ""0021_01775487_0058"", ""defaultSku"": false}","A soft, sophisticated sweater that keeps you warm without sacrificing style. Made from a luxe Merino wool blend with a timeless crew neck. Layer over a dress shirt for the office.",$69.90,$14.97 - $19.97,//www.express.com/clothing/men/merino-wool-blend-thermal-regulating-crew-neck-sweater/pro/01775487C/cat890006,,,men,0021_01775487_1254,"https://images.express.com/is/image/expressfashion/0021_01775487_1254?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",0,Crew,Long,"17,75,48,70,17,75,48,70,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000",TRUE,,,,$69.90,merino wool-blend thermal regulating crew neck sweater,Crew,,,237,01775487C,Solid,69.9,"A soft, sophisticated sweater that keeps you warm without sacrificing style. Made from a luxe Merino wool blend with a timeless crew neck. Layer over a dress shirt for the office.",01775487C,"https://images.express.com/is/image/expressfashion/0021_01775487_1254?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",237,,/clothing/men/merino-wool-blend-thermal-regulating-crew-neck-sweater/pro/01775487C/cat890006,,FALSE,19.97,"XL,M,L,L Tall,XXL Tall,XXL",,01775487C,Long,19.97,20191002,Pull Over,"Heather Gray::0021_01775487_0086::False,merlot::0021_01775487_1254::True,Pitch Black::0021_01775487_0058::False",,merino wool-blend thermal regulating crew neck sweater,1,,Sweater,,"merlot::0021_01775487_1254::true,Pitch Black::0021_01775487_0058::false,Heather Gray::0021_01775487_0086::false","Black::https://images.express.com/is/image/expressfashion/0021_01775487_0058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon,Gray::https://images.express.com/is/image/expressfashion/0021_01775487_0086?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon,Red::https://images.express.com/is/image/expressfashion/0021_01775487_1254?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",01775487C,TRUE,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","2,10,34,86,22,10,34,80,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000","0021_01775487_1254,0021_01775487_1254,0021_01775487_1254,0021_01775487_0058,0021_01775487_0086,0021_01775487_1254,0021_01775487_1254,0021_01775487_1254,0021_01775487_0058,0021_01775487_0058"
